communityname,state,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,pctUrban,medIncome,PctPopUnderPov,PopDens,LemasPctOfficDrugUn,murdPerPop,rapesPerPop,robbbPerPop,assaultPerPop,burglPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Columbiacity,TN,28583,2.54,12.96,25.42,11.87,13.37,0.0,25238,14.26,937.6,0.0,14.1,50.77,172.06,620.54,1748.79,3785.29,262.32,39.49,857.47,5835.9
Grahamcity,NC,10426,2.43,12.05,25.4,12.44,15.31,100.0,24509,11.83,1422.8,0.0,8.95,44.74,98.43,930.65,1225.95,3579.42,295.3,0,1082.77,5100.67
Burlingtoncity,VT,39127,2.67,26.33,45.34,32.37,8.96,100.0,25523,19.34,3580.2,2.2,2.57,66.83,23.13,87.39,1593.58,5832.01,236.47,,179.92,
Lompoccity,CA,37649,3.01,12.41,27.18,11.59,7.86,100.0,31702,15.07,3233.3,0.0,2.4,31.16,115.04,318.76,963.47,3297.86,206.12,43.14,467.36,4510.59
Gardenacity,CA,49847,2.75,12.44,27.8,13.22,9.81,100.0,33063,9.78,9109.5,0.0,13.02,22.33,1188.9,813.07,1464.27,2234.54,1780.56,31.63,2037.32,5511.01
SanRamoncity,CA,35303,2.75,14.1,26.5,12.01,4.06,100.0,63607,1.75,2992.8,0.0,0.0,7.48,27.43,44.88,431.38,1959.9,174.55,14.96,79.79,2580.79
Monroecity,LA,54909,2.87,19.49,32.19,18.54,11.77,100.0,16223,37.76,2025.3,4.8,29.61,50.52,221.23,1654.88,1823.85,7589.8,452.91,,1956.24,
Cookevillecity,TN,21744,2.54,23.78,40.9,28.8,11.64,0.0,20646,18.95,1022.8,0.0,4.16,16.65,29.14,187.34,603.64,2626.87,228.97,29.14,237.29,3488.61
Orangecity,TX,19381,2.62,14.37,25.07,11.91,13.68,0.0,22664,22.73,873.0,0.0,9.86,167.69,463.63,611.59,2110.97,8261.41,537.61,44.39,1252.77,10954.38
Palmdalecity,CA,68842,3.14,12.63,28.1,11.26,4.46,99.51,41974,8.87,856.1,0.0,7.7,47.14,240.52,893.76,981.31,1800.03,717.7,54.84,1189.11,3553.87
Bellcity,CA,34365,3.81,17.69,35.61,18.2,5.88,100.0,22515,26.13,12958.1,0.0,22.31,16.73,462.83,365.25,655.22,789.05,786.26,8.36,867.12,2238.89
Bridgetoncity,NJ,18942,2.82,14.41,28.1,13.39,13.81,0.0,21897,25.11,2937.8,0.0,41.81,88.84,705.48,1405.73,2497.91,5157.82,271.74,78.39,2241.85,8005.85
LowerSalfordtownship,PA,10735,2.89,11.27,23.45,10.14,7.27,72.27,45262,3.81,717.3,0.0,0.0,18.32,0,201.52,183.2,943.48,54.96,9.16,219.84,1190.8
Oceansidecity,CA,128398,2.75,12.55,28.56,13.63,13.1,100.0,33453,10.07,3047.5,6.52,12.25,44.91,303.48,659.35,1365.64,2399.91,1343.19,44.91,1019.98,5153.64
ForrestCitycity,AR,13364,2.81,16.65,27.06,12.27,12.65,0.0,13704,41.55,934.3,0.0,0.0,81.43,288.7,947.52,1983.86,7624.55,525.58,37.01,1317.64,10171
Shawneecity,OK,26017,2.52,16.37,28.47,16.04,15.57,0.0,19002,21.21,601.0,0.0,0.0,57.04,49.91,331.55,1354.72,3639.93,295.9,49.91,438.5,5340.46
Tracycity,CA,33558,2.99,12.99,27.63,11.65,7.32,0.0,40256,7.39,3378.8,0.0,0.0,17.79,60.05,620.54,805.14,3187.21,433.71,24.47,698.38,4450.52
UniversityCitycity,MO,40087,2.42,13.0,26.62,13.12,12.03,100.0,32150,12.77,6580.3,0.0,12.16,38.9,318.48,267.43,1512.17,3595.65,641.82,60.78,636.96,5810.42
Boonetown,NC,12915,3.19,50.8,70.51,63.62,6.14,0.0,13109,40.99,2272.2,0.0,0.0,7.16,7.16,136,393.67,2440.77,64.42,0,150.31,2898.86
Lawrencecity,MA,70207,2.89,15.33,30.15,14.27,11.09,100.0,22183,27.51,9727.2,9.09,4.73,52,609.82,1457.59,2306.93,,,108.73,2124.14,
Middletowncity,NY,24160,2.75,13.36,28.07,13.51,12.34,0.0,30194,13.83,4708.8,0.0,0.0,68.68,165.65,250.49,1066.62,3975.6,169.69,32.32,484.83,5244.23
Eulesscity,TX,38149,2.47,11.98,31.87,13.22,3.69,100.0,34950,5.4,2295.9,0.0,7.37,22.1,76.14,154.73,940.69,2957.14,375.78,41.75,260.35,4315.36
SanDiegocity,CA,1110549,2.73,15.18,32.67,17.07,9.3,99.95,33686,13.38,3308.5,3.58,11.49,34.2,401.72,715.43,1259.58,3270.25,1668.64,21.16,1162.84,6219.62
Marshallcity,MO,12711,2.7,17.14,29.09,16.32,14.17,0.0,21496,13.58,1279.8,0.0,0.0,23.95,15.97,0,311.4,1565,15.97,0,39.92,1892.37
Logantownship,PA,12381,2.77,16.7,25.53,14.13,13.38,68.13,25500,7.47,256.2,0.0,0.0,23.83,31.77,95.31,333.57,2025.26,55.6,7.94,150.9,2422.37
Grandviewcity,MO,24967,2.69,15.86,30.25,14.99,6.79,100.0,32779,6.69,1634.8,0.0,0.0,19.54,214.89,183.64,1156.52,1738.69,535.28,19.54,418.07,3450.03
SanAntoniocity,TX,935933,2.86,15.89,30.35,14.98,9.5,100.0,23584,22.64,2712.7,1.97,22.0,55.31,297.93,297.33,1786.78,6129.01,1179.72,95.81,672.57,9191.32
Chicagocity,IL,2783726,2.72,14.32,29.66,14.38,10.76,100.0,26301,21.62,11945.9,1.27,30.73,,1279.69,1445.66,1660.84,4411.72,1470.57,60.95,,7604.09
GrandHavencity,MI,11951,2.5,12.81,24.39,11.33,16.12,0.0,28989,9.61,1995.8,0.0,0.0,,7.74,201.11,642.02,5143.87,100.56,15.47,,5901.92
Plainfieldtown,CT,14363,2.87,15.39,29.53,13.51,9.21,0.0,34588,6.76,328.0,0.0,0.0,6.88,27.54,82.61,406.17,660.88,158.34,13.77,117.03,1239.16
SantaRosacity,CA,113313,2.48,12.69,24.79,12.06,14.57,100.0,35237,8.3,3245.3,5.43,5.95,86.77,167.59,277.33,1314.33,4262.87,432.16,49.34,537.64,6058.7
Placentiacity,CA,41259,3.09,16.43,31.71,16.67,6.58,100.0,50945,7.74,6042.6,0.0,6.94,9.26,101.81,215.19,714.98,1788.61,573.83,80.98,333.19,3158.41
Brookfieldcity,WI,35184,2.95,13.16,20.09,9.87,11.49,100.0,57132,1.15,1265.5,0.0,0.0,5.39,29.64,142.81,557.79,3077.25,188.62,0,177.84,3823.66
DeWitttownship,MI,10448,2.59,12.94,25.51,12.27,9.42,40.12,35828,6.52,303.2,0.0,0.0,,55.9,83.85,456.49,1956.4,74.53,18.63,,2506.06
LaMarquecity,TX,14120,2.67,13.99,23.94,11.04,13.21,100.0,27914,15.47,956.1,0.0,26.56,46.48,106.23,159.35,1268.18,3021.05,431.58,6.64,338.62,4727.44
EastChicagocity,IN,33892,2.8,16.81,28.88,13.91,12.35,100.0,19391,25.56,2731.5,0.0,21.29,76.03,444.03,2031.57,1943.37,3530.91,1496.3,12.17,2572.91,6982.76
Texarkanacity,TX,31656,2.54,14.57,26.11,12.43,15.05,100.0,21745,21.82,1451.3,0.0,12.1,84.67,308.43,1043.21,1817.3,5956.88,526.14,60.48,1448.4,8360.8
BuenaParkcity,CA,68784,3.1,13.83,29.64,14.3,7.48,100.0,41435,8.03,6257.6,0.0,9.58,26.01,277.95,257.41,1360.97,2875.29,1299.36,19.17,570.95,5554.79
NorthMankatocity,MN,10164,2.66,14.6,29.13,13.96,8.23,0.0,32073,6.33,2487.5,0.0,0.0,,0,17.39,130.41,2495.22,78.25,8.69,,2712.57
PuntaGordacity,FL,10747,2.1,5.87,10.71,5.42,39.16,100.0,34158,8.43,736.1,6.91,8.14,8.14,170.93,227.9,594.17,2702.26,122.09,0,415.11,3418.53
Oskaloosacity,IA,10632,2.45,14.86,25.9,13.61,17.07,0.0,21568,16.42,1857.4,0.0,0.0,71.96,0,89.94,341.79,1475.09,89.94,,161.9,
EaglePasscity,TX,20651,3.52,19.55,30.11,14.99,10.14,0.0,13060,46.12,4190.5,0.0,7.88,3.94,59.07,641.86,1460.92,7651.11,421.34,23.63,712.74,9557
Richmondcity,VA,203056,2.38,13.35,29.11,15.34,13.66,100.0,23551,20.89,3259.7,4.64,60.06,85.66,776.83,694.62,2501.32,5696.27,1090.42,83.69,1617.17,9371.69
Uniontownship,NJ,50024,2.65,12.05,23.08,11.96,19.36,100.0,42665,3.89,5298.9,5.26,1.95,15.59,272.74,118.84,794.84,2951.43,1523.45,17.53,409.11,5287.25
Woodburycity,MN,20075,2.9,12.44,24.38,9.78,3.97,97.03,51014,2.52,553.6,0.0,0.0,,13.59,44.18,696.62,2354.9,95.15,30.58,,3177.25
Westlandcity,MI,84724,2.56,13.16,30.0,13.99,9.63,100.0,34995,7.11,3996.4,0.0,4.67,,112.02,400.25,777.17,3141.34,576.46,56.01,,4550.97
MountPleasanttown,WI,20084,2.61,12.29,22.21,10.48,13.64,79.48,38920,4.52,541.7,0.0,4.59,27.52,100.9,77.97,678.77,2563.75,174.28,9.17,210.97,3425.98
PortNechescity,TX,12974,2.63,13.5,24.7,11.62,10.36,100.0,36171,7.5,1373.8,0.0,7.27,21.82,36.37,283.7,814.72,2531.46,298.25,29.1,349.17,3673.53
GoldenValleycity,MN,20971,2.53,10.3,21.26,9.55,14.84,100.0,46212,4.26,1979.1,0.0,0.0,,43.21,43.21,667.34,2112.44,244.85,24,,3048.63
SouthWhitehalltownship,PA,18261,2.8,10.4,17.59,8.13,17.06,84.98,43968,1.79,1027.8,0.0,0.0,10.77,43.08,59.23,436.14,3876.8,150.76,21.54,113.07,4485.25
Duartecity,CA,20688,3.17,13.81,25.74,12.2,9.51,100.0,37695,7.82,2768.7,0.0,4.43,35.45,186.12,567.23,864.13,1435.79,828.68,8.86,793.23,3137.46
Canyoncity,TX,11365,2.72,24.18,40.4,26.74,8.55,0.0,23184,17.28,2214.5,0.0,0.0,16.7,0,50.1,308.93,1552.98,58.45,8.35,66.79,1928.7
WestColumbiacity,SC,10588,2.3,12.43,28.32,14.53,14.16,100.0,23038,14.65,2102.5,0.0,8.25,82.51,511.55,1287.13,2235.97,8275.58,569.31,24.75,1889.44,11105.61
Livingstontownship,NJ,26609,3.03,12.59,21.76,11.25,12.56,100.0,74401,1.36,1850.4,0.0,0.0,0,14.81,70.34,270.27,2613.85,570.16,3.7,85.15,3457.98
Warringtontownship,PA,12169,2.89,13.98,27.62,12.6,7.34,86.31,47284,2.23,852.9,0.0,0.0,0,8.08,48.48,468.61,1430.07,169.67,40.4,56.56,2108.75
PleasantGrovecity,UT,13476,3.89,20.33,29.74,13.1,6.5,100.0,31633,8.47,1897.0,0.0,0.0,42.31,14.1,47.01,521.86,2002.82,188.06,0,103.43,2712.74
BoulderCitycity,NV,12567,2.51,13.03,20.15,9.21,20.84,0.0,34255,6.48,361.5,0.0,7.27,0,14.55,276.42,785.63,1753.11,298.25,43.65,298.25,2880.63
Syracusecity,NY,163860,2.52,17.47,33.6,19.56,12.86,100.0,21242,22.7,6300.5,7.59,11.28,49.5,351.5,440.47,1769.39,3983.63,358.39,72.68,852.74,6184.09
Cupertinocity,CA,40263,2.62,11.13,23.16,10.24,7.93,100.0,64587,3.16,3771.4,0.0,2.33,13.98,100.22,233.07,981.24,2675.68,226.08,37.29,349.61,3920.29
Turlockcity,CA,42198,2.87,14.5,28.71,13.76,10.8,0.0,27293,13.23,4248.7,0.0,4.29,51.51,145.94,646.02,1787.82,4646.62,1083.85,113.75,847.77,7632.05
Passaiccity,NJ,58041,3.1,15.22,30.48,15.53,9.37,100.0,26669,17.02,18056.6,6.77,5.33,30.18,678.12,362.14,1034.94,3308.95,1194.7,8.88,1075.77,5547.47
FortAtkinsoncity,WI,10227,2.57,12.7,24.24,10.41,13.58,0.0,28892,7.95,2287.1,0.0,0.0,0,17.71,62,557.97,4268.89,79.71,35.43,79.71,4941.99
Concordcity,CA,111348,2.65,12.92,27.42,12.7,8.56,100.0,41675,6.69,3646.5,5.52,4.45,39.13,186.75,304.13,1426.4,4308.54,780.78,26.68,534.46,6542.41
Hartfordtown,CT,139739,2.72,17.16,34.04,18.02,8.78,100.0,22140,27.51,7794.8,11.96,24.16,79.71,1000.84,1183.61,2921.19,7104.9,2120.04,182.78,2288.32,12328.9
Cumrutownship,PA,13142,2.42,10.65,21.93,10.04,15.31,75.55,37161,3.52,614.6,0.0,0.0,0,41.46,274.68,326.51,2295.93,124.38,0,316.14,2746.83
Danvillecity,KY,12420,2.54,17.67,29.15,16.18,14.91,0.0,21119,20.03,2154.8,0.0,7.6,68.4,30.4,676.45,988.07,3055.41,212.81,7.6,782.85,4263.89
Auroracity,CO,222103,2.49,12.94,28.19,12.27,6.26,99.77,33214,7.43,1617.6,5.91,7.7,67.31,300.07,1432.22,1179.6,4668.1,603.79,48.25,1807.31,6499.74
Cheshiretown,CT,25684,3.08,15.46,25.18,13.84,10.18,82.66,58250,2.23,753.4,0.0,0.0,3.85,15.38,11.54,472.99,1530.47,157.66,34.61,30.76,2195.73
Birminghamcity,MI,19997,2.19,9.11,21.75,8.36,12.82,100.0,57573,2.3,4038.2,0.0,0.0,,53.35,58.2,339.49,2648.04,266.74,0,,3254.28
WestHempfieldtownship,PA,12942,2.87,12.25,24.44,9.91,8.11,86.68,38527,7.54,661.1,0.0,7.6,30.39,7.6,113.96,227.93,1367.57,75.98,0,159.55,1671.48
NorthPalmBeachvillage,FL,11343,2.04,7.71,15.43,7.37,29.89,100.0,38464,3.86,3308.9,0.0,0.0,8.96,107.53,152.33,1370.97,2437.28,232.97,26.88,268.82,4068.1
TwentyninePalms-MorongoValle,CA,58362,2.77,16.94,31.06,18.44,15.31,0.0,21603,15.23,16.3,0.0,7.94,87.3,222.22,690.48,2579.37,2841.27,436.51,63.49,1007.94,5920.63
MountainBrookcity,AL,19810,2.52,10.97,18.84,8.28,14.82,100.0,65372,2.12,1646.4,0.0,0.0,0,29.55,14.77,320.12,1590.74,83.72,,44.32,
Stuttgartcity,AR,10420,2.58,14.61,24.95,11.49,13.91,0.0,20618,18.85,1790.4,0.0,19.28,19.28,163.84,375.87,1975.71,4529.68,799.92,0,578.26,7305.32
Conwaycity,AR,26481,2.81,24.56,40.34,27.54,10.18,0.0,22291,16.93,1061.6,0.0,2.91,23.27,72.73,168.73,546.91,4157.09,218.18,11.64,267.64,4933.82
HazelParkcity,MI,20051,2.75,14.1,28.76,13.47,10.45,100.0,26615,14.22,6866.8,0.0,10.51,,299.43,1402.61,1040.13,4270.86,945.58,89.3,,6345.87
Waterburytown,CT,108961,2.52,12.46,27.7,12.94,14.74,100.0,30533,12.09,3682.4,8.89,19.32,37.67,278.2,230.87,1753.23,4788.31,1330.14,11.59,566.06,7883.27
Westwoodborough,NJ,10446,2.55,10.42,24.17,10.8,14.51,100.0,46866,2.34,4347.4,0.0,0.0,28.97,28.97,28.97,366.9,1651.06,38.62,0,86.9,2056.58
Caledoniatown,WI,20999,2.98,14.63,25.18,12.21,8.0,75.48,43244,3.51,445.5,0.0,0.0,4.39,21.97,21.97,338.28,1300.41,166.94,13.18,48.33,1818.82
Watertowntown,CT,20456,2.82,13.54,24.64,12.44,12.2,85.96,45763,3.08,677.2,0.0,0.0,0,23.83,181.14,490.99,2273.81,328.92,0,204.98,3093.72
Aikencity,SC,19872,2.56,12.26,23.43,10.72,14.62,100.0,33273,15.69,1409.8,0.0,8.0,36.01,16.01,444.18,1052.42,3557.42,340.14,8,504.2,4957.98
Saralandcity,AL,11751,2.74,14.76,26.24,12.71,10.2,100.0,30147,7.2,995.2,0.0,8.11,8.11,72.98,1492.05,973.08,4751.87,364.9,,1581.25,
Walltownship,NJ,20244,2.75,13.27,22.82,11.21,12.68,78.96,46301,2.09,638.3,0.0,0.0,0,33.05,47.21,505.17,1539.12,51.93,9.44,80.26,2105.66
Rocklincity,CA,19033,2.69,13.1,24.39,10.73,8.68,100.0,40417,5.61,1456.9,0.0,3.8,26.57,30.36,110.06,671.75,1776.16,265.66,11.39,170.78,2724.96
Albanycity,OR,29462,2.5,13.87,27.03,13.33,12.43,0.0,24474,14.66,2476.6,0.0,0.0,71.1,80.37,83.46,1038.61,6995.15,500.76,111.28,234.92,8645.79
Mentorcity,OH,47358,2.83,13.62,23.89,11.09,8.8,100.0,42095,2.87,1707.4,0.0,0.0,11.93,29.83,37.79,354.03,2239.55,234.7,9.94,79.56,2838.22
Millvillecity,NJ,25992,2.7,14.61,27.19,13.33,12.33,100.0,31266,11.53,592.4,0.0,7.5,105.01,258.77,581.29,1552.6,3401.46,288.77,63.75,952.56,5306.58
Tacomacity,WA,176664,2.53,13.46,27.65,13.44,11.9,100.0,25333,16.79,3549.2,4.33,16.66,102.65,545.48,1184.47,2104,6102.41,1254.88,85.99,1849.26,9547.28
Hollistontown,MA,12926,3.02,14.51,24.52,12.3,6.04,87.34,58018,0.64,666.9,0.0,0.0,0,0,59.7,171.64,619.4,29.85,0,59.7,820.9
Jonesborocity,AR,46535,2.59,18.3,33.13,19.49,10.13,0.0,23318,16.45,612.9,0.0,3.93,57.04,145.55,365.83,1559.7,3428.2,257.66,19.67,572.35,5265.23
Lauderhillcity,FL,49708,2.35,10.51,23.96,10.85,19.4,100.0,26722,10.32,6533.6,0.0,9.47,60.59,363.52,734.61,1490.05,3341.73,1154.93,26.51,1168.18,6013.22
Hampdentownship,PA,20384,2.71,13.86,23.76,11.41,9.42,90.84,44250,2.06,1107.2,0.0,0.0,4.82,14.47,154.34,274.92,1929.29,86.82,4.82,173.64,2295.86
Minotcity,ND,34544,2.47,15.63,29.41,15.2,12.29,0.0,23727,14.25,2514.9,0.0,0.0,42.23,14.08,47.86,520.86,3395.46,157.67,25.34,104.17,4099.33
Jaspercity,AL,13553,2.53,13.55,22.92,10.73,16.77,0.0,22476,16.4,571.7,0.0,0.0,21.49,143.26,1124.56,1217.68,5171.55,530.05,35.81,1289.31,6955.09
WestDesMoinescity,IA,31702,2.44,11.75,27.99,12.43,9.22,100.0,41045,3.31,1708.2,0.0,0.0,13.36,16.04,117.6,561.29,2715.56,117.6,,147,
Somervilleborough,NJ,11632,2.56,10.46,27.85,12.56,13.26,100.0,39667,5.73,4755.5,0.0,0.0,40.8,106.07,73.43,611.95,3810.38,212.14,24.48,220.3,4658.94
Willmarcity,MN,17531,2.63,16.07,27.68,14.94,13.34,0.0,22279,18.15,1588.8,0.0,5.36,,37.49,235.66,632,4375.77,160.68,32.14,,5200.58
Englewoodcity,CO,29387,2.22,10.54,26.19,11.36,14.13,100.0,25422,10.9,4344.6,0.0,0.0,53.67,163.99,569.5,1147.95,5581.73,545.65,116.29,787.17,7391.62
Edisontownship,NJ,88680,2.79,11.41,26.53,11.97,9.78,100.0,50075,3.46,2836.3,3.95,2.16,0,89.83,51.95,722.96,2339.88,422.09,14.07,143.94,3498.99
SouthDaytonacity,FL,12482,2.28,10.89,25.45,13.4,19.56,100.0,24864,10.34,3402.9,0.0,8.0,55.98,87.97,311.9,1463.53,2463.21,583.81,15.99,463.85,4526.55
Paramusborough,NJ,25067,3.22,12.24,22.82,11.81,14.88,100.0,58995,3.04,2308.3,0.0,0.0,11.87,94.97,300.73,953.62,9868.63,2734.25,71.23,407.57,13627.73
Sudburytown,MA,14358,3.02,13.71,21.58,11.12,6.02,90.35,79092,1.53,568.7,0.0,0.0,0,6.72,241.85,329.19,1081.63,53.75,0,248.57,1464.56
Lovelandcity,CO,37352,2.66,12.97,24.03,10.43,11.41,0.0,30548,7.86,1685.9,0.0,0.0,77.67,17.75,277.4,381.7,2765.14,122.06,26.63,372.83,3295.53
Brunswicktown,ME,20906,2.71,16.78,31.64,18.19,11.71,0.0,30896,7.74,431.3,0.0,0.0,0,18.96,9.48,474.09,1692.5,23.7,14.22,28.45,2204.52
PresqueIslecity,ME,10550,2.56,16.09,29.7,15.66,11.9,0.0,23053,12.61,134.4,0.0,0.0,9.96,0,79.67,248.95,2967.54,129.46,9.96,89.62,3355.91
Chanhassencity,MN,11732,2.92,11.14,25.01,8.95,3.55,100.0,52011,1.99,550.5,0.0,6.55,,6.55,52.38,261.9,1329.14,58.93,6.55,,1656.52
SuisunCitycity,CA,22686,3.39,15.47,28.47,11.88,3.3,100.0,40865,9.37,6151.3,0.0,3.64,54.55,127.29,200.02,1047.39,1829.29,363.68,61.82,385.5,3302.18
NorthProvidencetown,RI,32090,2.42,10.96,25.88,12.68,17.02,100.0,32321,6.46,5456.7,0.0,0.0,27.19,39.27,175.22,652.53,1534.65,428.98,24.17,241.68,2640.32
Carlisleborough,PA,18419,2.54,18.9,33.27,21.85,14.64,0.0,26151,9.85,3278.3,0.0,15.78,31.57,189.4,115.75,452.46,2725.31,152.58,36.83,352.5,3367.18
Bensalemtownship,PA,56788,2.71,13.72,28.9,12.69,8.31,100.0,38488,5.32,2745.7,0.0,5.19,24.24,161,171.39,720.18,2866.89,967.75,43.28,361.82,4598.1
Haywardcity,CA,111498,2.78,13.0,28.98,13.67,9.72,99.93,36058,9.67,2476.9,7.45,6.89,45.62,343.46,722.21,1495.21,3867.57,841,47.34,1118.18,6251.13
CedarFallscity,IA,34298,2.93,26.12,39.76,29.32,9.39,100.0,28003,16.8,1163.8,0.0,0.0,26.42,14.68,88.07,355.22,2580.51,93.94,,129.17,
SouthPlainfieldborough,NJ,20489,3.06,12.87,24.68,11.73,11.57,100.0,51198,2.79,2365.9,0.0,4.74,18.97,132.77,94.84,573.76,3911.99,336.67,23.71,251.32,4846.13
Wheelingvillage,IL,29911,2.4,9.64,28.4,10.71,7.64,100.0,39848,3.22,3567.6,0.0,0.0,,19.57,143.5,326.14,2286.22,91.32,16.31,,2719.98
Nanticokecity,PA,12267,2.35,12.11,22.6,12.06,22.02,100.0,18974,12.18,3376.7,0.0,0.0,0,49.99,99.98,383.27,1724.71,74.99,16.66,149.98,2199.63
Hopkinscity,MN,16534,2.07,9.46,33.92,14.96,12.69,100.0,29584,6.89,3905.1,0.0,0.0,62.93,44.05,188.79,711.09,1711.66,421.62,25.17,295.76,2869.55
SouthRiverborough,NJ,13692,2.69,11.77,25.31,12.33,15.55,100.0,37998,6.76,4687.1,0.0,0.0,21.54,28.72,222.57,552.84,1033.89,157.96,0,272.83,1744.69
Marlborotownship,NJ,27974,3.43,15.61,23.54,11.83,7.01,84.18,70039,2.77,882.6,0.0,0.0,10.25,13.67,143.5,317.74,1277.8,64.92,13.67,167.41,1674.13
Poughkeepsiecity,NY,28844,2.43,11.97,27.31,12.99,13.74,100.0,27606,14.71,5410.8,3.6,34.03,37.43,585.33,445.81,1769.61,4097.33,435.6,30.63,1102.6,6333.16
HainesCitycity,FL,11683,2.75,13.77,25.7,11.79,16.32,0.0,20347,20.75,1407.6,0.0,15.81,39.53,268.8,758.95,2292.67,6885.92,1004.03,71.15,1083.09,10253.78
SantaPaulacity,CA,25062,3.27,15.72,30.19,14.85,10.71,0.0,31605,12.15,5260.7,0.0,7.75,38.73,240.1,577,2002.09,2885.02,398.87,19.36,863.57,5305.35
Rentoncity,WA,41688,2.29,11.44,29.47,13.1,9.57,100.0,32393,7.02,2476.7,0.0,6.78,72.32,246.34,271.2,1453.21,6990.3,1091.6,70.06,596.65,9605.17
Portsmouthtown,RI,16857,2.67,12.6,22.9,10.72,11.12,78.15,42474,4.34,701.1,0.0,0.0,23.29,11.65,104.82,267.88,786.16,116.47,5.82,139.76,1176.33
ElizabethCitycity,NC,14292,2.68,17.21,29.5,17.3,15.52,0.0,16305,28.16,3043.4,0.0,17.27,46.04,201.43,564,1611.42,4379.6,166.9,34.53,828.73,6192.45
Walthamcity,MA,57878,2.79,17.73,36.43,21.69,11.54,100.0,38514,6.51,4399.8,2.1,0.0,18.15,43.57,393.9,816.85,2029.41,319.48,0,455.62,3165.73
Southingtontown,CT,38518,2.8,13.69,24.95,12.5,11.01,87.72,47106,2.8,1033.0,0.0,0.0,7.78,28.53,23.34,624.97,1926.77,272.29,7.78,59.64,2831.8
Monroviacity,CA,35761,2.7,12.7,28.61,13.22,9.73,100.0,35684,12.37,2582.4,0.0,2.57,43.64,261.82,631.45,1103.75,2836.39,888.14,5.13,939.47,4833.41
WinterHavencity,FL,24725,2.26,10.24,20.5,10.01,24.55,100.0,23695,13.46,1957.3,0.0,7.86,70.76,381.32,959.19,2390.13,8070.6,1187.2,23.59,1419.14,11671.52
EastPointcity,GA,34402,2.57,13.79,27.8,13.68,10.68,100.0,26787,16.88,2413.2,0.0,18.03,81.13,943.48,534.84,2800.4,7292.45,1992.13,69.11,1577.48,12154.08
Beaumontcity,TX,114323,2.64,14.36,26.61,13.08,12.31,100.0,24495,21.15,1378.4,3.2,19.63,170.67,582.83,477.87,2227.21,5921.31,1332.91,50.35,1250.99,9531.77
Centervillecity,UT,11500,3.81,20.27,28.35,12.17,4.57,100.0,42032,3.57,1804.8,0.0,0.0,49.68,35.49,42.59,1242.1,1788.63,49.68,0,127.76,3080.42
EastHartfordtown,CT,50452,2.48,11.29,26.95,12.57,14.21,100.0,36584,5.41,2702.4,6.31,1.98,23.76,158.38,199.96,821.6,2850.86,623.63,33.66,384.07,4329.75
Jaspercity,IN,10030,2.55,12.15,26.0,11.78,13.46,0.0,31061,5.87,1162.5,0.0,0.0,0,9.13,237.42,319.61,1744.13,27.39,9.13,246.55,2100.26
TintonFallsborough,NJ,12361,2.8,9.53,24.59,8.6,7.48,100.0,51988,1.49,764.2,0.0,22.53,30.04,37.55,142.67,735.9,2222.72,135.17,7.51,232.79,3101.3
FortPaynecity,AL,11838,2.48,13.58,25.18,11.79,14.17,0.0,20518,14.07,211.5,0.0,0.0,15.55,7.78,54.44,482.19,3709.75,163.32,,77.77,
Palestinecity,TX,18042,2.73,14.87,26.23,12.43,14.04,0.0,21427,21.86,1005.5,0.0,5.36,80.45,182.36,895.73,1319.46,4467.93,327.18,26.82,1163.91,6141.39
Noblesvillecity,IN,17655,2.65,13.57,26.76,11.61,8.83,0.0,36652,7.5,1972.2,0.0,9.89,19.77,19.77,632.69,370.72,2085.91,113.69,19.77,682.12,2590.08
Dixoncity,CA,10401,3.06,14.92,27.26,11.75,7.16,0.0,36710,6.65,2642.5,0.0,8.6,25.8,120.4,240.8,799.79,3981.77,430,77.4,395.6,5288.96
Marysvillecity,CA,12324,2.57,13.53,27.43,13.09,12.4,100.0,21529,16.38,3393.2,0.0,15.1,60.41,249.19,906.14,1208.19,5172.54,891.04,60.41,1230.84,7332.18
WhiteBearLakecity,MN,24288,2.73,12.92,26.25,12.05,9.27,100.0,38785,3.86,2896.5,0.0,0.0,,32.37,20.23,788.9,3543.98,331.74,56.64,,4721.26
Wadsworthcity,OH,15718,2.6,12.74,23.8,10.71,13.4,100.0,32141,7.76,1805.8,0.0,0.0,23.65,23.65,29.57,236.55,1371.97,94.62,35.48,76.88,1738.62
Milwaukeecity,WI,628088,2.61,14.66,29.77,14.74,11.04,100.0,23627,22.22,6317.6,2.36,25.22,68.12,646.14,226.68,1325.37,4105.12,1705.31,82.25,966.16,7218.05
Kissimmeecity,FL,30050,2.66,14.73,32.48,15.71,7.96,100.0,27591,11.81,2336.7,0.0,2.71,48.7,267.84,881.99,3222.23,6398.46,608.73,24.35,1201.23,10253.77
Carthagecity,MO,10747,2.5,12.33,23.34,10.78,18.3,0.0,20196,12.01,1678.2,0.0,17.92,0,26.89,89.62,806.6,2894.78,116.51,8.96,134.43,3826.85
Artesiacity,NM,10610,2.71,14.11,24.37,11.0,13.85,0.0,22684,21.38,1244.1,0.0,0.0,16.72,33.44,242.41,852.63,3895.34,83.59,16.72,292.57,4848.28
